Year,Town,"TANF cases, Rate (per 1000)","TANF cases, Number","Total estimated households, Number","Food stamps cases, Rate (per 1000)","Food stamps cases, Number","Total estimated households, Number"
2010,Mansfield,3.04,17,5586,46.19,258,5586
2010,Marlborough,2.18,5,2292,23.12,53,2292
2010,Meriden,29.15,699,23977,196.02,4700,23977
2010,Middlebury,2.18,6,2748,24.75,68,2748
2010,Middlefield,1.15,2,1742,32.72,57,1742
2010,Middletown,13.24,263,19863,127.22,2527,19863
2010,Milford,4.56,99,21708,48.05,1043,21708
2010,Monroe,2.08,14,6735,18.86,127,6735
2010,Montville,8.21,57,6942,76.06,528,6942
2010,Morris,3.13,3,958,38.62,37,958
2010,Naugatuck,11.35,140,12339,111.03,1370,12339
2010,New Britain,40.41,1138,28158,272.32,7668,28158
2010,New Canaan,0.43,3,7010,6.85,48,7010
2010,New Fairfield,2.92,14,4802,26.45,127,4802
2010,New Hartford,1.52,4,2632,23.94,63,2632
2010,New Haven,43.48,2125,48877,336.66,16455,48877
2010,New London,33.36,346,10373,283.91,2945,10373
2010,New Milford,4.8,51,10618,53.12,564,10618
2010,Newington,2.63,33,12550,42.87,538,12550
2010,Newtown,1.8,17,9459,20.09,190,9459
2010,Norfolk,9.72,7,720,30.56,22,720
2010,North Branford,3.31,18,5441,32.35,176,5441
2010,North Canaan,2.86,4,1400,43.57,61,1400
2010,North Haven,2.85,26,9135,40.18,367,9135
2010,North Stonington,2.92,6,2052,35.58,73,2052
2010,Norwalk,9.63,320,33217,72.31,2402,33217
2010,Norwich,25.91,430,16599,221.1,3670,16599
2010,Old Lyme,1.89,6,3172,23.96,76,3172
2010,Old Saybrook,2.83,12,4247,28.96,123,4247
2010,Orange,0.39,2,5123,15.42,79,5123
2010,Oxford,2.22,10,4504,24.2,109,4504
2010,Plainfield,15.37,88,5726,145.83,835,5726
2010,Plainville,4.75,36,7580,66.23,502,7580
2010,Plymouth,7.7,37,4803,65.79,316,4803
2010,Pomfret,3.16,5,1582,41.09,65,1582
2010,Portland,3.92,15,3822,57.56,220,3822
2010,Preston,5.89,11,1869,61.53,115,1869
2010,Prospect,3.57,12,3357,32.17,108,3357
2010,Putnam,14.43,57,3950,176.71,698,3950
2010,Redding,0.86,3,3470,6.63,23,3470
2010,Ridgefield,0.91,8,8801,11.25,99,8801
2010,Rocky Hill,2.05,17,8307,32.14,267,8307
2010,Roxbury,0,0,936,12.82,12,936
2010,Salem,4.59,7,1525,40,61,1525
2010,Salisbury,0,0,1693,20.08,34,1693
2010,Scotland,3.14,2,637,39.25,25,637
2010,Seymour,4.66,31,6654,59.21,394,6654
2010,Sharon,0.8,1,1250,60.8,76,1250
2010,Shelton,3.52,54,15325,41.31,633,15325
2010,Sherman,1.44,2,1388,12.25,17,1388
2010,Simsbury,1.14,10,8776,17.89,157,8776
2010,Somers,2.4,8,3328,30.95,103,3328
2010,South Windsor,1.71,17,9918,27.22,270,9918
2010,Southbury,1.46,12,8213,17.78,146,8213
2010,Southington,3.98,67,16814,39.61,666,16814
2010,Sprague,19.38,22,1135,125.11,142,1135
2010,Stafford,8.18,39,4767,64.82,309,4767
2010,Stamford,7.9,374,47357,71.5,3386,47357
2010,Sterling,13.02,18,1383,103.4,143,1383
2010,Stonington,7.15,58,8115,69.13,561,8115
2010,Stratford,9.41,189,20095,73.35,1474,20095
2010,Suffield,2.13,11,5155,28.9,149,5155
2010,Thomaston,3.86,12,3108,60.81,189,3108
2010,Thompson,5.9,22,3730,82.57,308,3730
2010,Tolland,2.07,11,5312,18.64,99,5312
2010,Torrington,13.51,206,15243,148.79,2268,15243
2010,Trumbull,1.81,23,12725,22.48,286,12725
2010,Union,2.99,1,334,14.97,5,334
2010,Vernon,13.26,172,12976,99.88,1296,12976
2010,Voluntown,4.99,5,1002,66.87,67,1002
2010,Wallingford,4.82,87,18032,45.59,822,18032
2010,Warren,1.66,1,601,9.98,6,601
2010,Washington,1.98,3,1512,23.81,36,1512
2010,Waterbury,46.51,1989,42761,327.05,13985,42761
2010,Waterford,4.62,37,8005,47.22,378,8005
2010,Watertown,3.92,34,8672,52.24,453,8672
2010,West Hartford,4.95,125,25258,60.02,1516,25258
2010,West Haven,16.72,353,21112,152.52,3220,21112
2010,Westbrook,2.37,7,2948,48.85,144,2948
2010,Weston,1.18,4,3379,5.33,18,3379
2010,Westport,0.73,7,9573,13.48,129,9573
2010,Wethersfield,3.03,34,11204,64.17,719,11204
2010,Willington,3.3,8,2423,42.1,102,2423
2010,Wilton,0,0,6172,6.64,41,6172
2010,Winchester,11.84,57,4815,117.76,567,4815
2010,Windham,38.18,340,8906,316.87,2822,8906
2010,Windsor,7.83,88,11233,75.67,850,11233
2010,Windsor Locks,6.89,36,5223,60.12,314,5223
2010,Wolcott,4.16,25,6007,45.28,272,6007
2010,Woodbridge,0.9,3,3336,14.69,49,3336
2010,Woodbury,1.9,8,4214,21.12,89,4214
2010,Woodstock,1.9,6,3151,36.18,114,3151
2011,Andover,3.22,4,1244,33.76,42,1244
2011,Ansonia,20.11,151,7510,184.69,1387,7510
2011,Ashford,5.83,10,1716,78.67,135,1716
2011,Avon,1,7,7009,17.26,121,7009
2011,Barkhamsted,1.38,2,1452,35.81,52,1452
2011,Beacon Falls,3.81,9,2360,51.27,121,2360
2011,Berlin,1.54,12,7808,44.31,346,7808
2011,Bethany,1.01,2,1971,23.85,47,1971
2011,Bethel,3.75,26,6938,49.73,345,6938
2011,Bethlehem,0,0,1411,39.69,56,1411
2011,Bloomfield,10.76,92,8554,124.04,1061,8554
2011,Bolton,4.18,8,1915,37.08,71,1915
2011,Bozrah,6.95,7,1007,81.43,82,1007
2011,Branford,3.22,41,12739,65.31,832,12739
2011,Bridgeport,39.02,2000,51255,362.68,18589,51255
2011,Bridgewater,0,0,735,14.97,11,735
2011,Bristol,15.76,399,25320,129.3,3274,25320
2011,Brookfield,2.45,15,6129,30.51,187,6129
2011,Brooklyn,9.7,29,2989,124.12,371,2989
2011,Burlington,1.52,5,3291,23.7,78,3291
2011,Canaan,10.29,6,583,118.35,69,583
2011,Canterbury,6.72,13,1934,74.97,145,1934
2011,Canton,1.93,8,4150,29.64,123,4150
2011,Chaplin,9.78,9,920,93.48,86,920
2011,Cheshire,1,10,10041,29.08,292,10041
2011,Chester,2.33,4,1714,36.17,62,1714
2011,Clinton,3.77,20,5303,64.87,344,5303
2011,Colchester,5.24,31,5915,67.46,399,5915
2011,Colebrook,0,0,589,15.28,9,589
2011,Columbia,1.86,4,2154,41.78,90,2154
2011,Connecticut,13.73,18831,1371087,137.25,188176,1371087
2011,Cornwall,0,0,628,42.99,27,628
2011,Coventry,3.55,17,4783,55.82,267,4783
2011,Cromwell,4.69,27,5752,48.5,279,5752
2011,Danbury,9.17,265,28907,121.18,3503,28907
2011,Darien,0.75,5,6698,10.9,73,6698
2011,Deep River,1.55,3,1940,46.91,91,1940
2011,Derby,13.92,75,5388,138.08,744,5388
2011,Durham,0.38,1,2610,24.14,63,2610
2011,East Granby,2.42,5,2062,30.55,63,2062
2011,East Haddam,2.23,8,3593,33.12,119,3593
2011,East Hampton,3.95,20,5060,44.86,227,5060
2011,East Hartford,24.31,491,20195,238.47,4816,20195
2011,East Haven,10.97,129,11756,123.85,1456,11756
2011,East Lyme,3.34,24,7192,49.22,354,7192
2011,East Windsor,7.37,35,4750,96.21,457,4750
2011,Eastford,0,0,690,47.83,33,690
2011,Easton,0.39,1,2577,10.09,26,2577
2011,Ellington,3.04,19,6257,39.64,248,6257
2011,Enfield,7.86,132,16794,87.59,1471,16794
2011,Essex,1.37,4,2916,30.52,89,2916
2011,Fairfield,1.22,25,20457,28.6,585,20457
2011,Farmington,1.9,20,10522,36.02,379,10522
2011,Franklin,2.74,2,729,54.87,40,729
2011,Glastonbury,1.67,22,13135,35.55,467,13135
2011,Goshen,1.68,2,1192,29.36,35,1192
2011,Granby,1.67,7,4194,26.47,111,4194
2011,Greenwich,2.51,58,23076,26.43,610,23076
2011,Griswold,12.7,59,4646,131.94,613,4646
2011,Groton,10.18,161,15809,99.5,1573,15809
2011,Guilford,2.64,23,8715,29.49,257,8715
2011,Haddam,1.55,5,3218,29.52,95,3218
2011,Hamden,10.66,253,23727,90.87,2156,23727
2011,Hampton,1.34,1,747,93.71,70,747
2011,Hartford,63.09,2847,45124,579.07,26130,45124
2011,Hartland,1.27,1,789,29.15,23,789
2011,Harwinton,1.84,4,2170,31.34,68,2170
2011,Hebron,1.47,5,3398,31.19,106,3398
2011,Kent,0.8,1,1246,44.14,55,1246
2011,Killingly,13.63,92,6749,188.03,1269,6749
2011,Killingworth,1.21,3,2474,21.83,54,2474
2011,Lebanon,4.92,13,2644,90.02,238,2644
2011,Ledyard,5.5,31,5634,58.57,330,5634
2011,Lisbon,4.82,8,1659,75.35,125,1659
2011,Litchfield,2.6,9,3459,37.58,130,3459
2011,Lyme,0,0,1033,20.33,21,1033
2011,Madison,0.72,5,6971,25.25,176,6971
2011,Manchester,13.49,333,24689,145.37,3589,24689
2011,Mansfield,3.76,21,5586,56.03,313,5586
2011,Marlborough,2.18,5,2292,25.31,58,2292
2011,Meriden,27.69,664,23977,230.18,5519,23977
2011,Middlebury,2.18,6,2748,34.57,95,2748
2011,Middlefield,1.15,2,1742,43.05,75,1742
2011,Middletown,11.83,235,19863,154.11,3061,19863
2011,Milford,4.47,97,21708,62.51,1357,21708
2011,Monroe,1.78,12,6735,24.94,168,6735
2011,Montville,7.06,49,6942,92.91,645,6942
2011,Morris,3.13,3,958,46.97,45,958
2011,Naugatuck,9.89,122,12339,129.26,1595,12339
2011,New Britain,41.02,1155,28158,315.54,8885,28158
2011,New Canaan,0.57,4,7010,9.42,66,7010
2011,New Fairfield,2.29,11,4802,31.24,150,4802
2011,New Hartford,1.52,4,2632,34.95,92,2632
2011,New Haven,41.7,2038,48877,375.37,18347,48877
2011,New London,30.95,321,10373,332.79,3452,10373
2011,New Milford,4.33,46,10618,63.85,678,10618
2011,Newington,2.87,36,12550,54.1,679,12550
2011,Newtown,2.11,20,9459,26.11,247,9459
2011,Norfolk,5.56,4,720,44.44,32,720
2011,North Branford,3.68,20,5441,41.35,225,5441
2011,North Canaan,1.43,2,1400,42.86,60,1400
2011,North Haven,2.85,26,9135,50.03,457,9135
2011,North Stonington,1.95,4,2052,48.25,99,2052
2011,Norwalk,9.48,315,33217,89.98,2989,33217
2011,Norwich,24.64,409,16599,254.53,4225,16599
2011,Old Lyme,1.26,4,3172,29,92,3172
2011,Old Saybrook,2.59,11,4247,41.21,175,4247
2011,Orange,1.17,6,5123,21.08,108,5123
2011,Oxford,2.22,10,4504,32.19,145,4504
2011,Plainfield,15.89,91,5726,168.01,962,5726
2011,Plainville,5.54,42,7580,87.34,662,7580
2011,Plymouth,7.5,36,4803,87.03,418,4803
2011,Pomfret,1.9,3,1582,48.04,76,1582
2011,Portland,3.92,15,3822,69.34,265,3822
2011,Preston,3.21,6,1869,79.72,149,1869
2011,Prospect,4.17,14,3357,43.49,146,3357
2011,Putnam,15.95,63,3950,191.65,757,3950
2011,Redding,0.58,2,3470,8.93,31,3470
2011,Ridgefield,0.68,6,8801,15.91,140,8801
2011,Rocky Hill,1.56,13,8307,40.93,340,8307
2011,Roxbury,0,0,936,20.3,19,936
2011,Salem,5.25,8,1525,49.18,75,1525
2011,Salisbury,0,0,1693,26.58,45,1693
2011,Scotland,3.14,2,637,47.1,30,637
2011,Seymour,5.86,39,6654,75.44,502,6654
2011,Sharon,1.6,2,1250,66.4,83,1250
2011,Shelton,3.46,53,15325,52.14,799,15325
2011,Sherman,2.16,3,1388,18.01,25,1388
2011,Simsbury,1.03,9,8776,24.27,213,8776
2011,Somers,1.8,6,3328,36.96,123,3328
2011,South Windsor,2.12,21,9918,36.7,364,9918
2011,Southbury,1.83,15,8213,25.93,213,8213
2011,Southington,3.87,65,16814,51.62,868,16814
2011,Sprague,15.86,18,1135,133.92,152,1135
2011,Stafford,7.34,35,4767,84.54,403,4767
2011,Stamford,9.44,447,47357,89.49,4238,47357
2011,Sterling,11.57,16,1383,112.8,156,1383
2011,Stonington,6.28,51,8115,84.41,685,8115
2011,Stratford,9.75,196,20095,97.04,1950,20095
2011,Suffield,2.91,15,5155,38.02,196,5155
2011,Thomaston,5.15,16,3108,77.22,240,3108
2011,Thompson,5.9,22,3730,97.32,363,3730
2011,Tolland,1.51,8,5312,23.72,126,5312
2011,Torrington,11.68,178,15243,168.8,2573,15243
2011,Trumbull,1.89,24,12725,30.26,385,12725
2011,Union,0,0,334,20.96,7,334
2011,Vernon,12.25,159,12976,121.07,1571,12976
2011,Voluntown,7.98,8,1002,82.83,83,1002
2011,Wallingford,4.38,79,18032,60.23,1086,18032
2011,Warren,1.66,1,601,13.31,8,601
2011,Washington,1.98,3,1512,29.76,45,1512
2011,Waterbury,43.59,1864,42761,371.11,15869,42761
2011,Waterford,4.12,33,8005,59.46,476,8005
2011,Watertown,4.5,39,8672,63.19,548,8672
2011,West Hartford,5.03,127,25258,67.98,1717,25258
2011,West Haven,17.15,362,21112,183.59,3876,21112
2011,Westbrook,2.37,7,2948,65.13,192,2948
2011,Weston,0.89,3,3379,6.81,23,3379
2011,Westport,0.84,8,9573,19.22,184,9573
2011,Wethersfield,3.39,38,11204,78.9,884,11204
2011,Willington,3.3,8,2423,49.94,121,2423
2011,Wilton,0,0,6172,8.75,54,6172
2011,Winchester,10.8,52,4815,135.83,654,4815
2011,Windham,38.29,341,8906,349.09,3109,8906
2011,Windsor,9.08,102,11233,93.47,1050,11233
2011,Windsor Locks,7.08,37,5223,76.01,397,5223
2011,Wolcott,4.49,27,6007,61.59,370,6007
2011,Woodbridge,2.1,7,3336,21.28,71,3336
2011,Woodbury,1.9,8,4214,29.43,124,4214
2011,Woodstock,2.22,7,3151,43.16,136,3151
2012,Andover,3.22,4,1244,43.41,54,1244
2012,Ansonia,17.71,133,7510,196.14,1473,7510
2012,Ashford,5.24,9,1716,86.83,149,1716
2012,Avon,1,7,7009,20.12,141,7009
2012,Barkhamsted,2.07,3,1452,39.26,57,1452
2012,Beacon Falls,4.66,11,2360,57.63,136,2360
2012,Berlin,1.79,14,7808,51.1,399,7808
2012,Bethany,3.04,6,1971,29.43,58,1971
2012,Bethel,2.88,20,6938,58.09,403,6938
2012,Bethlehem,0,0,1411,42.52,60,1411
2012,Bloomfield,10.52,90,8554,138.18,1182,8554
2012,Bolton,3.66,7,1915,39.16,75,1915
2012,Bozrah,6.95,7,1007,88.38,89,1007
2012,Branford,3.77,48,12739,73.4,935,12739
2012,Bridgeport,36.27,1859,51255,379.77,19465,51255
2012,Bridgewater,0,0,735,16.33,12,735
2012,Bristol,15.09,382,25320,141.71,3588,25320
2012,Brookfield,2.61,16,6129,36.55,224,6129
2012,Brooklyn,10.04,30,2989,130.48,390,2989
2012,Burlington,0.91,3,3291,24,79,3291
2012,Canaan,8.58,5,583,156.09,91,583
2012,Canterbury,5.17,10,1934,86.35,167,1934
2012,Canton,1.2,5,4150,35.18,146,4150
2012,Chaplin,9.78,9,920,98.91,91,920
2012,Cheshire,1.2,12,10041,33.86,340,10041
2012,Chester,2.33,4,1714,41.42,71,1714
2012,Clinton,3.77,20,5303,72.79,386,5303
2012,Colchester,4.06,24,5915,76.42,452,5915
2012,Colebrook,0,0,589,13.58,8,589
2012,Columbia,1.86,4,2154,46.89,101,2154
2012,Connecticut,12.91,17695,1371087,147.44,202147,1371087
2012,Cornwall,0,0,628,46.18,29,628
2012,Coventry,4.18,20,4783,61.26,293,4783
2012,Cromwell,4.52,26,5752,54.07,311,5752
2012,Danbury,8.3,240,28907,131.53,3802,28907
2012,Darien,0.9,6,6698,11.79,79,6698
2012,Deep River,0,0,1940,51.55,100,1940
2012,Derby,12.25,66,5388,147.92,797,5388
2012,Durham,0.38,1,2610,29.12,76,2610
2012,East Granby,2.42,5,2062,35.4,73,2062
2012,East Haddam,1.67,6,3593,36.74,132,3593
2012,East Hampton,3.56,18,5060,47.83,242,5060
2012,East Hartford,22.78,460,20195,260.31,5257,20195
2012,East Haven,9.87,116,11756,134.23,1578,11756
2012,East Lyme,2.92,21,7192,61.32,441,7192
2012,East Windsor,6.32,30,4750,100.84,479,4750
2012,Eastford,0,0,690,56.52,39,690
2012,Easton,0,0,2577,13.58,35,2577
2012,Ellington,3.68,23,6257,45.39,284,6257
2012,Enfield,7.32,123,16794,93.9,1577,16794
2012,Essex,1.71,5,2916,37.04,108,2916
2012,Fairfield,1.12,23,20457,32.51,665,20457
2012,Farmington,1.81,19,10522,40.58,427,10522
2012,Franklin,2.74,2,729,56.24,41,729
2012,Glastonbury,1.22,16,13135,38.22,502,13135
2012,Goshen,2.52,3,1192,32.72,39,1192
2012,Granby,1.43,6,4194,27.42,115,4194
2012,Greenwich,2.38,55,23076,29.77,687,23076
2012,Griswold,11.62,54,4646,147.65,686,4646
2012,Groton,8.86,140,15809,113.48,1794,15809
2012,Guilford,2.18,19,8715,35.57,310,8715
2012,Haddam,1.55,5,3218,33.56,108,3218
2012,Hamden,10.12,240,23727,100.86,2393,23727
2012,Hampton,1.34,1,747,97.72,73,747
2012,Hartford,57.15,2579,45124,604.8,27291,45124
2012,Hartland,1.27,1,789,32.95,26,789
2012,Harwinton,1.38,3,2170,36.87,80,2170
2012,Hebron,0.88,3,3398,33.55,114,3398
2012,Kent,1.61,2,1246,44.14,55,1246
2012,Killingly,13.48,91,6749,201.21,1358,6749
2012,Killingworth,1.62,4,2474,28.29,70,2474
2012,Lebanon,5.3,14,2644,101.36,268,2644
2012,Ledyard,5.15,29,5634,71.53,403,5634
2012,Lisbon,6.63,11,1659,90.42,150,1659
2012,Litchfield,2.6,9,3459,44.52,154,3459
2012,Lyme,0,0,1033,23.23,24,1033
2012,Madison,0.57,4,6971,28.26,197,6971
2012,Manchester,12.64,312,24689,156.91,3874,24689
2012,Mansfield,2.86,16,5586,58.36,326,5586
2012,Marlborough,2.18,5,2292,29.23,67,2292
2012,Meriden,26.11,626,23977,243.9,5848,23977
2012,Middlebury,2.18,6,2748,38.94,107,2748
2012,Middlefield,0.57,1,1742,47.65,83,1742
2012,Middletown,10.98,218,19863,164.17,3261,19863
2012,Milford,4.1,89,21708,68.09,1478,21708
2012,Monroe,1.93,13,6735,27.91,188,6735
2012,Montville,5.62,39,6942,111.21,772,6942
2012,Morris,3.13,3,958,44.89,43,958
2012,Naugatuck,10.13,125,12339,142.72,1761,12339
2012,New Britain,41.76,1176,28158,337.84,9513,28158
2012,New Canaan,0.57,4,7010,11.98,84,7010
2012,New Fairfield,1.87,9,4802,30.61,147,4802
2012,New Hartford,1.9,5,2632,35.71,94,2632
2012,New Haven,41.31,2019,48877,390.92,19107,48877
2012,New London,28.92,300,10373,359.39,3728,10373
2012,New Milford,4.71,50,10618,73.08,776,10618
2012,Newington,2.95,37,12550,63.98,803,12550
2012,Newtown,2.01,19,9459,28.65,271,9459
2012,Norfolk,2.78,2,720,41.67,30,720
2012,North Branford,4.41,24,5441,42.27,230,5441
2012,North Canaan,2.14,3,1400,42.86,60,1400
2012,North Haven,2.96,27,9135,56.16,513,9135
2012,North Stonington,1.46,3,2052,55.07,113,2052
2012,Norwalk,7.89,262,33217,94.65,3144,33217
2012,Norwich,23.8,395,16599,277.97,4614,16599
2012,Old Lyme,0.95,3,3172,37.2,118,3172
2012,Old Saybrook,1.65,7,4247,45.21,192,4247
2012,Orange,0.78,4,5123,24.99,128,5123
2012,Oxford,1.55,7,4504,37.74,170,4504
2012,Plainfield,15.72,90,5726,173.59,994,5726
2012,Plainville,6.07,46,7580,93.54,709,7580
2012,Plymouth,6.45,31,4803,94.32,453,4803
2012,Pomfret,2.53,4,1582,58.15,92,1582
2012,Portland,4.19,16,3822,74.05,283,3822
2012,Preston,3.21,6,1869,85.07,159,1869
2012,Prospect,3.57,12,3357,48.56,163,3357
2012,Putnam,13.92,55,3950,200.51,792,3950
2012,Redding,0.29,1,3470,12.39,43,3470
2012,Ridgefield,0.34,3,8801,16.93,149,8801
2012,Rocky Hill,1.69,14,8307,46.95,390,8307
2012,Roxbury,0,0,936,21.37,20,936
2012,Salem,5.25,8,1525,48.52,74,1525
2012,Salisbury,0,0,1693,33.67,57,1693
2012,Scotland,3.14,2,637,48.67,31,637
2012,Seymour,6.31,42,6654,83.86,558,6654
2012,Sharon,2.4,3,1250,59.2,74,1250
2012,Shelton,3.78,58,15325,58.53,897,15325
2012,Sherman,0.72,1,1388,22.33,31,1388
2012,Simsbury,1.48,13,8776,27.46,241,8776
2012,Somers,1.2,4,3328,44.77,149,3328
2012,South Windsor,2.02,20,9918,42.45,421,9918
2012,Southbury,1.22,10,8213,30.8,253,8213
2012,Southington,3.81,64,16814,56.38,948,16814
2012,Sprague,15.86,18,1135,149.78,170,1135
2012,Stafford,6.29,30,4767,93.14,444,4767
2012,Stamford,8.64,409,47357,100.09,4740,47357
2012,Sterling,8.68,12,1383,123.64,171,1383
2012,Stonington,5.05,41,8115,94.52,767,8115
2012,Stratford,8.81,177,20095,106.79,2146,20095
2012,Suffield,1.94,10,5155,40.35,208,5155
2012,Thomaston,3.54,11,3108,81.4,253,3108
2012,Thompson,5.63,21,3730,107.77,402,3730
2012,Tolland,1.88,10,5312,29.18,155,5312
2012,Torrington,10.43,159,15243,176.02,2683,15243
2012,Trumbull,1.89,24,12725,34.18,435,12725
2012,Union,0,0,334,26.95,9,334
2012,Vernon,10.02,130,12976,133.55,1733,12976
2012,Voluntown,9.98,10,1002,101.8,102,1002
2012,Wallingford,4.16,75,18032,66.66,1202,18032
2012,Warren,3.33,2,601,23.29,14,601
2012,Washington,1.98,3,1512,33.07,50,1512
2012,Waterbury,41.09,1757,42761,394.57,16872,42761
2012,Waterford,3.87,31,8005,69.08,553,8005
2012,Watertown,4.5,39,8672,71.84,623,8672
2012,West Hartford,4.67,118,25258,75.98,1919,25258
2012,West Haven,14.97,316,21112,198.37,4188,21112
2012,Westbrook,1.7,5,2948,73.61,217,2948
2012,Weston,0.59,2,3379,8.29,28,3379
2012,Westport,1.15,11,9573,22.88,219,9573
2012,Wethersfield,2.77,31,11204,84.08,942,11204
2012,Willington,4.95,12,2423,52,126,2423
2012,Wilton,0.32,2,6172,9.4,58,6172
2012,Winchester,9.55,46,4815,146.83,707,4815
2012,Windham,37.05,330,8906,372.45,3317,8906
2012,Windsor,8.19,92,11233,103.71,1165,11233
2012,Windsor Locks,6.32,33,5223,89.22,466,5223
2012,Wolcott,4.16,25,6007,65.92,396,6007
2012,Woodbridge,2.1,7,3336,23.38,78,3336
2012,Woodbury,1.9,8,4214,35.12,148,4214
2012,Woodstock,1.27,4,3151,50.14,158,3151
